,Unnamed: 0,keyword,pos
48,48,언리미트,6
49,49,배추흰나비,5
50,50,유아스포이드,1
51,51,광어,4
52,52,정원그네,2
53,53,실내데이트코스,6
54,54,스카니아트럭,-1
55,55,여자린넨반바지,3
56,56,RPM줄넘기,2
57,57,발렌티노시계,2
58,58,기분이태도가되지않게,-1
59,59,태안특산물,-1
60,60,라바제식기건조대,2
61,61,아기스카프빕,2
62,62,뉴발란스그레이,2
63,63,무게조절케틀벨,2
64,64,무릎장화,2
65,65,살로몬XTWINGS,2
66,66,노스페이스백팩,4
67,67,하이트론,-1
68,68,캠핑가위,2
69,69,고려의상,-1
70,70,아크테릭스배낭,3
71,71,샤넬키링,2
72,72,화물택배비용,-1
73,73,구피분양,-1
74,74,셀프가죽염색,2
75,75,안다르래쉬가드,4
76,76,커피추천,2
77,77,수유발판,2
78,78,축구화FG,5
79,79,초강력자석고리,2
80,80,정장브랜드,-1
81,81,반스하이탑,2
82,82,아빠선물,-1
83,83,신테니스의왕자,-1
84,84,페라가모버킷백,2
85,85,미서기문,4
86,86,지브러쉬,-1
87,87,애견패드,2
88,88,수영개인레슨,-1
89,89,전기차종류,-1
90,90,여자루이비통반지갑,2
91,91,닥터텅스,3
92,92,스웨디시마사지,-1
93,93,캠핑단조팩,1
94,94,슈펜가방,2
95,95,N95마스크,4
96,96,러닝팬츠,2
97,97,여자파마,-1
98,98,KNOB,5
99,99,뽕브라,2
0,0,나이키에어반팔티,1
1,1,W코리아,-1
2,2,오메크린,-1
3,3,이동식냉장고,2
4,4,여자조거팬츠코디,5
5,5,그랜저하이브리드,-1
6,6,스투시티셔츠,2
7,7,락앤락전자레인지,2
8,8,자동차수납함,2
9,9,가방종류,2
10,10,방방장,-1
11,11,맥딜리버리쿠폰,4
12,12,볼락대,1
13,13,자동차매쉬매트,2
14,14,손바닥굳은살제거,4
15,15,매듭실,2
16,16,자동스위치,2
17,17,조말론바질앤네롤리,2
18,18,코피지관리,4
19,19,스팅어,-1
20,20,실크벽지,2
21,21,올뉴말리부에어컨필터,1
22,22,광주여행,6
23,23,LIGHTING,3
24,24,레삐,4
25,25,돌발성난청원인,-1
26,26,변기샤워기,2
27,27,가죽의자,2
28,28,침대아이패드거치대,1
29,29,청주인테리어,-1
30,30,남자크록스,3
31,31,여성가방브랜드,3
32,32,수면에좋은차,5
33,33,소형제습기,2
34,34,강화쑥뜸,2
35,35,왼쪽어깨통증원인,-1
36,36,가슴커지는운동,-1
37,37,낮은책상,2
38,38,MSM,3
39,39,벤트리접이식테이블,2
40,40,조던모자,2
41,41,이케아마카페르,2
42,42,구리네일,5
43,43,차량용멀티컵홀더,2
44,44,피칭,-1
45,45,CHANNELS,-1
46,46,폴리몰리,2
47,47,더스파이크,5
48,48,다꾸다이어리,2
49,49,못없이커튼레일,1
50,50,오피스텔에어컨청소,4
51,51,자동차철분제거제,2
52,52,반팔블라우스,3
53,53,암환자식단,6
54,54,아쿠아로빅,-1
55,55,육개장사발면,1
56,56,탄력크림,2
57,57,사진인화가격,-1
58,58,나이키기능성티,2
59,59,휴대용샤워기,2
60,60,주방자동소화장치,3
61,61,에어컨배관매립,-1
62,62,아침간편식,4
63,63,충치치료비용,-1
64,64,크리스찬루부탱스니커즈,2
65,65,리빙박스대형,2
66,66,여름코트,1
67,67,브룩스런닝화,3
68,68,모기장쫄대,2
69,69,서랍형싱글침대,2
70,70,LED우산,1
71,71,3M이어플러그,2
72,72,사바이탈리아,4
73,73,리리코스수분앰플,3
74,74,여성기능성반팔,2
75,75,이고진런닝머신,2
76,76,발렌티노,3
77,77,스와로브스키파츠,2
78,78,가정용해충퇴치기,2
79,79,발코니샷시,4
80,80,초보운전도로연수,-1
81,81,일주일다이어트,5
82,82,프라다버킷햇,3
83,83,허리협착증에좋은운동,-1
84,84,애플워치가죽스트랩,2
85,85,아사면블라우스,2
86,86,질문카드,1
87,87,홍대네일샵,-1
88,88,요가양말,2
89,89,귀여운USB,2
90,90,안다르수영복,3
91,91,답사,-1
92,92,아르테미데,2
93,93,무지개러그,2
94,94,컬러조합,6
95,95,집게선풍기,2
96,96,티머니카드,4
97,97,캡슐커피머신,2
98,98,침대소파,2
99,99,바니앤버니,3
0,0,레지스터,-1
1,1,KURLY,-1
2,2,습진가려움,-1
3,3,가죽복원,2
4,4,에어컨방향제,2
5,5,다이얼트레킹화,2
6,6,루메나선풍기,4
7,7,차량덮개,2
8,8,회사직인,3
9,9,와인자동오프너,2
10,10,아이리버무선이어폰,2
11,11,부동산자산관리사,-1
12,12,TB,-1
13,13,삼성리모콘,2
14,14,엑셀파이프,2
15,15,반려묘등록,-1
16,16,블루라이트차단,3
17,17,스벅우산,1
18,18,구찌맨투맨,2
19,19,이케아바르다겐,3
20,20,자기주도이유식턱받이,2
21,21,마스킹테이프활용,-1
22,22,무료로고,-1
23,23,욕실수전,2
24,24,이동식침대,2
25,25,수분젤,2
26,26,방문재활,-1
27,27,BARBARA,1
28,28,폴라리스텐트,2
29,29,CHANDELIER,-1
30,30,리본부자재,2
31,31,프라다장지갑,3
32,32,혜화맛집,-1
33,33,머리어지럼증,-1
34,34,지비츠파는곳,3
35,35,장미드라이플라워,2
36,36,HOSE,-1
37,37,샤넬진주목걸이,4
38,38,드릴연마기,2
39,39,20대커플룩,2
40,40,LG휘센제습기,3
41,41,프라다복조리,2
42,42,쌀로별,1
43,43,오르트립,2
44,44,통풍원인,-1
45,45,스타렉스12인승,-1
46,46,여자메탈시계,2
47,47,임산부선크림,5
48,48,미니리프팅,-1
49,49,커트코베인선글라스,2
50,50,잡초부직포,2
51,51,팔자주름없애기,-1
52,52,보냉팩,2
53,53,라바콘,2
54,54,헤지스버킷백,3
55,55,보석십자수주문제작,2
56,56,영화다시보기,-1
57,57,테페칫솔,3
58,58,흑백레이저프린터,2
59,59,샤오미청소기,2
60,60,셰프나이프,2
61,61,테니스운동복,2
62,62,동물복지,-1
63,63,폴로벨트,2
64,64,BS렌탈,-1
65,65,마우스추천,2
66,66,통굽운동화,3
67,67,아디다스샌들키즈,2
68,68,쉐보레대리점,-1
69,69,네퓨어KF80,2
70,70,5단플라스틱서랍장,2
71,71,크록스정품지비츠,2
72,72,시험선물,-1
73,73,발렌시아가팔찌,2
74,74,KF94검정마스크,2
75,75,여성아쿠아슈즈,3
76,76,프로틴초코볼,2
77,77,가방가죽스트랩,2
78,78,BMW딜러,-1
79,79,석고붕대,1
80,80,머신,2
81,81,거실대형러그,2
82,82,패밀리침대프레임,2
83,83,디퓨저사용법,-1
84,84,백드롭페인팅,1
85,85,COB조명,3
86,86,카카오프렌즈방향제,1
87,87,서바이벌,5
88,88,1인용압력밥솥,2
89,89,컨테이너사이즈,6
90,90,3.1필립림,3
91,91,포니헤어핀,2
92,92,아기여름우주복,1
93,93,스위스마테호른,-1
94,94,미니압력솥,1
95,95,나이키오프코트슬리퍼,2
96,96,투석기,6
97,97,효도폰,2
98,98,프로에잇청담,4
99,99,슈퍼싱글패드,2
0,0,강아지알레르기검사,-1
1,1,개구리,5
2,2,듀오백좌식의자,3
3,3,메꾸미,1
4,4,맥심아이스커피,2
5,5,글씨교정,2
6,6,배럴키즈래쉬가드,3
7,7,색깔마스크,2
8,8,FORK,-1
9,9,가성비무선청소기,4
10,10,티인퓨저,2
11,11,여성골프연습복,2
12,12,그래핀마스크,2
13,13,돌돌이리필,2
14,14,CANNONDALE,3
15,15,암소,4
16,16,이름표스티커,2
17,17,방수이어폰,2
18,18,오븐크리너,2
19,19,대용량주방세제,1
20,20,웨지샌들,3
21,21,피엑스추천,-1
22,22,물도깨비리폼박사,2
23,23,해물떡볶이,4
24,24,교세라세라믹칼,2
25,25,하이엔드스피커,2
26,26,뉴발란스직구,5
27,27,모기패치,2
28,28,인바디체중계,3
29,29,예쁜화분,2
30,30,전자레인지버리기,-1
31,31,백글러브,1
32,32,한독바로잰,3
33,33,고수씨앗,2
34,34,칼라꽃,-1
35,35,USB512,2
36,36,라디오듣기,-1
37,37,OFC,-1
38,38,수도호스,2
39,39,바스툴,2
40,40,댄스다이어트,-1
41,41,아레나수경,3
42,42,에어맥스97,3
43,43,안짱다리교정,-1
44,44,슈에무라강남핑크,3
45,45,전등종류,2
46,46,어린이비옷,2
47,47,제주여행패키지,4
48,48,아파트베란다누수,-1
49,49,첩,-1
50,50,하이퐁,-1
51,51,바이리네식탁,1
52,52,2인용쇼파베드,2
53,53,생수,2
54,54,골프연습용품,2
55,55,BMWX4,-1
56,56,플립폰,3
57,57,가구맞춤제작,4
58,58,작업복망사조끼,2
59,59,돌침대패드,2
60,60,판테놀,4
61,61,지혈,-1
62,62,분리수거비닐,1
63,63,220구두,2
64,64,루이비통모노그램,3
65,65,리드줄,2
66,66,가죽볼펜자국,-1
67,67,자동차식판,2
68,68,LG제습기,2
69,69,델코AGM80,3
70,70,자유학년제,-1
71,71,무가당그릭요거트,2
72,72,INVITRO,-1
73,73,퍼팅연습,3
74,74,리넨원피스,2
75,75,싱글침대프레임,2
76,76,코필러유지기간,-1
77,77,신발커스텀,4
78,78,디즈니의상대여,2
79,79,가위정리대,2
80,80,강아지설사,-1
81,81,바우하우스포스터,2
82,82,샤워호스,2
83,83,요가브라탑,2
84,84,구찌꿀벌스니커즈,2
85,85,까스텔바작캐디백,2
86,86,썰스데이,2
87,87,구찌남자카드지갑,3
88,88,하양헬스장,-1
89,89,세탁기냄새,-1
90,90,크로스핏,-1
91,91,소규모돌잔치답례품,2
92,92,창모자,2
93,93,싱크대후드,2
94,94,방수카페트,2
95,95,케이크제작,2
96,96,평판시트,2
97,97,신지다이어트,-1
98,98,라코스테에코백,1
99,99,스타벅스지압텀블러,1
0,0,스탠드책상,2
1,1,비오틴,3
2,2,연어알,2
3,3,메트로시티우산,2
4,4,홈바운스,2
5,5,이어테라피,4
6,6,롤러블레이드,3
7,7,스투시양말,2
8,8,파워랙,2
9,9,NAIL,-1
10,10,화살코,-1
11,11,페로몬향향수,3
12,12,H형하네스,2
13,13,나비타투,-1
14,14,요거트스푼,2
15,15,화장실하수구뚫기,4
16,16,차김서림,5
17,17,떡선물,-1
18,18,환갑답례품,3
19,19,사진케이스,2
20,20,쿨버프,1
21,21,런닝화,3
22,22,명품수입원피스,2
23,23,듀오덤겔,1
24,24,GV80트렁크매트,2
25,25,K2등산바지,2
26,26,모날,-1
27,27,푸들사료추천,4
28,28,승마바지,2
29,29,일회용그릴,1
30,30,방충망틀,2
31,31,격일단식,-1
32,32,접이식매트,2
33,33,대기업중고차,-1
34,34,발렌시아가모터백스몰,3
35,35,가니쉬복원제,1
36,36,순금반지디자인,2
37,37,오답노트,1
38,38,농구장규격,-1
39,39,곤충사료,2
40,40,의류,4
41,41,싱크대뚫어뻥,3
42,42,닥스책가방,2
43,43,맥주배달,-1
44,44,부분틀니,-1
45,45,배합,-1
46,46,여자맨투맨티,2
47,47,화일,2
48,48,BRISTLE,-1
49,49,고단백두유,2
50,50,노스페이스슬립온,2
51,51,티비선정리,2
52,52,드롱기커피머신,3
53,53,독후활동,-1
54,54,SD건담캡슐파이터,-1
55,55,빅사이즈나시,2
56,56,사무용슬리퍼,2
57,57,다이소네일,6
58,58,핸드폰차량거치대,2
59,59,디자인마스크,2
60,60,노패킹수경,2
61,61,폴로반팔셔츠,3
62,62,커플마사지오일,2
63,63,유리코팅제,2
64,64,화물차적재함,2
65,65,발렌타인데이,-1
66,66,메달제작,2
67,67,A4아크릴판,2
68,68,에너지하베스팅,-1
69,69,유아반찬배달,4
70,70,메종키츠네셔츠,3
71,71,예쁜텀블러,2
72,72,손소독젤,1
73,73,주피터,1
74,74,벌레기피제,2
75,75,알루미늄롤테이블,1
76,76,여자여름점퍼,1
77,77,취급주의스티커,2
78,78,조립식타일,2
79,79,냉수보일러,1
80,80,드로즈팬티,2
81,81,미니체인백,2
82,82,고르곤졸라피자,4
83,83,아크릴무드등만들기,2
84,84,ROLEX,4
85,85,센추리에어컨,2
86,86,여성니트,3
87,87,허리디스크에좋은자세,-1
88,88,여성면티셔츠,3
89,89,슬립온운동화,2
90,90,현대화물차,-1
91,91,모던하우스몰,5
92,92,딱딱이복숭아,2
93,93,인이어,1
94,94,서점,-1
95,95,플로어볼,4
96,96,유아디딤대,1
97,97,칵테일키트,2
98,98,이케아파티션,3
99,99,세모금컵,2
0,0,갸프,1
1,1,톰브라운모자,1
2,2,NII,3
3,3,프로틴시리얼,2
4,4,요오드,3
5,5,행주,2
6,6,에이그레이드,3
7,7,VGA케이블,2
8,8,다이와크로스캐스트,1
9,9,미즈노풋살화등급,4
10,10,지성수분크림,2
11,11,PACKAGE,-1
12,12,타요중장비,1
13,13,순수한면,3
14,14,서류,-1
15,15,K2등산화,2
16,16,로엠,3
17,17,컨베이어벨트,2
18,18,QM6키케이스,2
19,19,허리디스크침대,4
20,20,헬리녹스텐트,2
21,21,나이키팬텀,2
22,22,인그로운헤어,-1
23,23,3단책장,2
24,24,헤드라이트복원제,2
25,25,쌀가루요리,-1
26,26,노만코펜하겐,2
27,27,만도코일매트,2
28,28,소형관리기,2
29,29,나무책상,2
30,30,고야드생루이백가격,2
31,31,독립스프링매트리스,2
32,32,프로틴종류,6
33,33,코랄틴트,3
34,34,모빌아이,4
35,35,버츠비,2
36,36,색칠도안,-1
37,37,NBA반팔,2
38,38,유아블럭,2
39,39,냉장고팬츠,2
40,40,눈썹브로우,2
41,41,맛있는과자,4
42,42,예쁜주방수납장,2
43,43,포트메리온악센트볼,2
44,44,샌드위치메이커,2
45,45,핸드폰충전기,2
46,46,족욕기추천,2
47,47,다이어트현미밥,5
48,48,코베아코펠,2
49,49,글램팜드라이기,3
50,50,엘리자벳샌들,2
51,51,씨솔트,2
52,52,도자기만들기체험,3
53,53,쓱닷컴스타벅스,-1
54,54,몬스터트럭,2
55,55,버핑타올,2
56,56,단양마늘,2
57,57,DFA,-1
58,58,베이비샤워,3
59,59,구찌에이스스니커즈,2
60,60,스쿼시장,-1
61,61,팔찌제작,2
62,62,바디필로우세탁,-1
63,63,루이까또즈우산,2
64,64,뱀부,3
65,65,출장배터리교체,2
66,66,낚시대거치대,2
67,67,카카오프렌즈샵,3
68,68,편광고글,2
69,69,안경도수,-1
70,70,나비귀걸이,3
71,71,에어매쉬쿨매트,2
72,72,물분크림,3
73,73,빈폴백팩,3
74,74,흑단,2
75,75,스틱설탕,2
76,76,20대남친선물,-1
77,77,무한잉크복합기,2
78,78,경관식,4
79,79,한샘키친바스,3
80,80,SILVER,-1
81,81,랜선,1
82,82,날짜도장,2
83,83,선캐쳐,2
84,84,타막스포츠,1
85,85,버버리케이프,2
86,86,커버낫반팔,3
87,87,OMRON,-1
88,88,매트리스오줌,-1
89,89,캠핑카트레일러,2
90,90,고깔,1
91,91,카페쇼,-1
92,92,과일포크,2
93,93,KF94100매,2
94,94,전자서명만들기,-1
95,95,롯데스위트몰,-1
96,96,마리오옷,1
97,97,헤라로지스웨이드,3
98,98,단식원,-1
99,99,나이키테니스,3
0,0,와후키커,2
1,1,알파바운스,3
2,2,식기류,3
3,3,구직,-1
4,4,헤지스골프바지,3
5,5,항공커버,2
6,6,써머스,2
7,7,제주이케아,-1
8,8,전자레인지오븐,2
9,9,여성골프화,2
10,10,3개월아기,-1
11,11,죠샌드위치,-1
12,12,이케아샤워커튼,2
13,13,훅그립,1
14,14,안심전화번호,-1
15,15,구찌디오니소스스몰,2
16,16,베개덮개,2
17,17,샤넬스몰파우치,1
18,18,이케아식탁등,3
19,19,폴스미스시계,2
20,20,가스렌지후드필터,2
21,21,쇼파커버링,2
22,22,탁상용무소음선풍기,2
23,23,여름팬츠,2
24,24,병문안인사말,-1
25,25,병원놀이세트,2
26,26,키보드커버,1
27,27,털크록스,2
28,28,어린이선물,-1
29,29,포터시티밴,-1
30,30,레고아크릴케이스,2
31,31,임산부도시락,4
32,32,후라이팬세트,2
33,33,접이식상다리,2
34,34,내비게이션,4
35,35,도시가스보일러,2
36,36,크로커다일레이디자켓,1
37,37,허리디스크치료,-1
38,38,가구거리,3
39,39,싱크대하수구막힘,5
40,40,엑셀,1
41,41,3인용가죽쇼파,2
42,42,프라다남자가방,3
43,43,수유네일,-1
44,44,허리통증병원,-1
45,45,넥스케어,3
46,46,집순이취미,2
47,47,알레르망여름이불세트,2
48,48,삑삑이,1
49,49,너츠,3
50,50,지지미바지,2
51,51,미니쇼핑백,2
52,52,어린이집식판,2
53,53,호텔식침구세트,2
54,54,게임용의자,2
55,55,중고사다리차,-1
56,56,자동차쿨방석,2
57,57,엔진분무기,2
58,58,모니터케이블,1
59,59,남자시계순위,-1
60,60,유과,4
61,61,가구페인트,2
62,62,소눈,-1
63,63,화장실물티슈,2
64,64,사무실칸막이,2
65,65,8월제주도가볼만한곳,-1
66,66,중고세탁기매입,-1
67,67,김나영쇼파,2
68,68,원목공간박스,2
69,69,휠라모자,2
70,70,실크스카프,3
71,71,일체형에어컨,2
72,72,강아지산책시기,-1
73,73,현대5톤트럭,-1
74,74,염전,-1
75,75,153매트,2
76,76,겔러리,5
77,77,밀리터리반바지,3
78,78,쌍둥이유모차,2
79,79,여수거북선펜션,6
80,80,마스크에안묻는립스틱,2
81,81,코닝,6
82,82,몽클레르,4
83,83,커플템추천,-1
84,84,복근,-1
85,85,모던하우스커튼,3
86,86,자동차머플러,4
87,87,보다나봉고데기36MM,3
88,88,모니터링,-1
89,89,물고기키우기,4
90,90,로지텍G29,2
91,91,어린이옷장,2
92,92,통굽조리,3
93,93,두루마리,1
94,94,붙이는브라,2
95,95,2021스타벅스쿨러,1
96,96,페이스마사지기,2
97,97,나이키풋살화머큐리얼,2
98,98,한의원추나요법,-1
99,99,바오바오루센트베이지,2
0,0,아페쎄,4
1,1,광전식감지기,3
2,2,김과자,2
3,3,레진아트,4
4,4,빕스할인쿠폰,-1
5,5,배달우비,2
6,6,폴로빈티지,5
7,7,빈폴책가방,1
8,8,중고컴퓨터매입,-1
9,9,여름마스크추천,2
10,10,유아미술활동,2
11,11,그녀가공작저로가야했던사정,-1
12,12,생활쓰레기,-1
13,13,네오테라,3
14,14,프라다옷,2
15,15,뽀로로퍼즐,2
16,16,올리브영약산성샴푸,4
17,17,갤럭시Z플립3,-1
18,18,첨스머그컵,2
19,19,미용커트보,2
20,20,카니발12인승,-1
21,21,맥케이지패딩,2
22,22,어학용헤드셋,2
23,23,인견실내복,2
24,24,발각질팩,2
25,25,상자,2
26,26,모노그래프샤프,1
27,27,ATHE,5
28,28,볼보S90,-1
29,29,구정,-1
30,30,바지락제철,4
31,31,2단서랍장,2
32,32,옥수수심기,3
33,33,신혼집인테리어,-1
34,34,할리스의자,4
35,35,아쿠아필모공,3
36,36,옆구리살,-1
37,37,KMC마스크,1
38,38,폴리쉬,-1
39,39,폴로랄프로렌린넨셔츠,3
40,40,초코머핀,4
41,41,한샘낮은식탁,3
42,42,턱빠짐,-1
43,43,화장실가림막,2
44,44,ECT,-1
45,45,천안대명리조트,3
46,46,수제약과,3
47,47,자개휴대폰케이스,1
48,48,제초매트,2
49,49,브롯지,3
50,50,청주애견미용,-1
51,51,수납책장,2
52,52,사과쥬스,2
53,53,자동차기능시험,-1
54,54,놀이학습,-1
55,55,테라로사드립백,2
56,56,현관잠금장치,2
57,57,와인냉장고,2
58,58,모카골드,2
59,59,콧구멍,-1
60,60,죠스바,-1
61,61,휴지걸이,2
62,62,주방환풍기청소,4
63,63,비트주스만드는법,-1
64,64,현대종합금속,6
65,65,비만도측정기,-1
66,66,수제찌,3
67,67,프랑스자수꽃,2
68,68,쇼파천,2
69,69,빈티지인형,2
70,70,화산폭발실험,2
71,71,대전조명,-1
72,72,워터슬라이드대여,2
73,73,차량용거치대,2
74,74,휴대용해충퇴치기,2
75,75,차박하기좋은차,-1
76,76,고주파치료,-1
77,77,조문답례글,-1
78,78,아기여름옷,2
79,79,테라스천막,2
80,80,침대노트북거치대,2
81,81,구찌패들락스몰,2
82,82,과일칩,2
83,83,전동비비탄총,1
84,84,실리콘붓,2
85,85,스타벅스홀빈,2
86,86,TV선정리,2
87,87,스텐바구니,2
88,88,중학생속옷,2
89,89,사랑니충치,-1
90,90,눈화장법,-1
91,91,피켓제작,2
92,92,크리퍼,3
93,93,K마스크,2
94,94,이케아간이침대,2
95,95,거실유리테이블,2
96,96,유모차파라솔,1
97,97,50대여자생일선물,-1
98,98,크로크다일,3
99,99,어린이구명조끼,2
0,0,람노스,-1
1,1,싱글장롱,2
2,2,다이어트식단,4
3,3,재활용비닐봉투,2
4,4,세탁기청소업체,3
5,5,행운의열쇠,2
6,6,삼겹살판,2
7,7,사틴원피스,2
8,8,원목신발장,2
9,9,한우소갈비,2
10,10,MICRO,3
11,11,짐링,1
12,12,빙수그릇,2
13,13,예단비,-1
14,14,나이키와이드팬츠,1
15,15,제설제,2
16,16,캠퍼여성샌들,2
17,17,49인치모니터,2
18,18,뫼신사냥꾼,-1
19,19,에센셜오일,2
20,20,공구상가,4
21,21,유니클로티셔츠,4
22,22,치열치료법,-1
23,23,2도어냉장고,2
24,24,토리버치목걸이,2
25,25,손발톱무좀,4
26,26,아이룸청소기,3
27,27,고등학생생일선물,-1
28,28,스포츠모자,2
29,29,렉서스ES300H,-1
30,30,옥외소화전,4
31,31,자석테이프,2
32,32,폴카독,3
33,33,프롬비선풍기,3
34,34,스티로폼박스파는곳,5
35,35,패션슬리퍼,3
36,36,계피모기,4
37,37,엘카,2
38,38,월베드,2
39,39,어린이집네임택,2
40,40,루비우,4
41,41,고추총채벌레,-1
42,42,세면대물막힘,4
43,43,가정용프린터기,2
44,44,벨리불리,3
45,45,넷플릭스무료체험,-1
46,46,런닝머신,3
47,47,떡배달,2
48,48,CAFE,-1
49,49,쥐포칼로리,-1
50,50,드라이플라워액자,2
51,51,설악초,-1
52,52,발무좀치료,-1
53,53,소파커버,2
54,54,포천HJ글램핑,6
55,55,미니5도어,-1
56,56,초기이유식식단,-1
57,57,넥밴드,2
58,58,40대남자백팩,2
59,59,무스탕,2
60,60,잔꽃무늬원피스,3
61,61,한샘수납바스켓,2
62,62,요가반바지,2
63,63,무좀병원,-1
64,64,하겐다즈,5
65,65,미스터앤미세스방향제,4
66,66,주세페자노티,3
67,67,이시영가방,4
68,68,강아지쿨나시,2
69,69,우드코스터,2
70,70,오버나이트,1
71,71,전동킥보드튜닝,2
72,72,삭힌고추,3
73,73,모자쇼핑몰,-1
74,74,카레여왕,1
75,75,스탠리고보틀,1
76,76,5세책추천,-1
77,77,달항아리그림,2
78,78,보쉬공구세트,2
79,79,갯벌체험준비물,3
80,80,포도종류,3
81,81,떡볶이분말,2
82,82,여자맨투맨,3
83,83,아스파탐,-1
84,84,세사패드,2
85,85,여름잠옷바지,2
86,86,원탁식탁,2
87,87,거미퇴치법,5
88,88,보령펜션,-1
89,89,마블케이스,2
90,90,소음측정,-1
91,91,로제떡볶이,4
92,92,휴블로시계,4
93,93,하이브로우박스,3
94,94,뿌레카,2
95,95,망고수박,2
96,96,안정기,1
97,97,풍선바람넣기,1
98,98,에폭시바닥시공,3
99,99,진딧물살충제,2
0,0,힐레베르그우나,1
1,1,무전기,2
2,2,CARVEN시계,2
3,3,산소농도측정기,2
4,4,나이키팩토리,-1
5,5,샷시필름시공,-1
6,6,제지,-1
7,7,타이틀리스트썬캡,2
8,8,트리플A,4
9,9,제주도기념품샵,-1
10,10,스텐쓰레기통,2
11,11,아랫집누수,-1
12,12,오카모토,-1
13,13,치과의사,-1
14,14,살바토르문디,-1
15,15,카즈미타프,1
16,16,천장,5
17,17,튀일,3
18,18,적산계,2
19,19,한샘분리수거함,3
20,20,예쁜잠옷,2
21,21,간판시트지,2
22,22,자전거옷브랜드,3
23,23,이쁜그림,-1
24,24,묵주,2
25,25,염화수소,-1
26,26,오션월드패키지,3
27,27,에어,2
28,28,스탠드거울,2
29,29,헬로키티마스크,2
30,30,H2S,-1
31,31,데상트티셔츠,3
32,32,해외구매대행사이트,-1
33,33,소파수리,3
34,34,핸드벨,2
35,35,아디다스에코백,2
36,36,남성골프가방,2
37,37,우삼겹된장찌개,-1
38,38,금줄,1
39,39,대형액자,2
40,40,총체,-1
41,41,우뭇가사리,4
42,42,루비통클러치,2
43,43,크로우캐년컵,3
44,44,첼시레인부츠,2
45,45,아코디언지갑,1
46,46,가족잠옷,2
47,47,주방벽선반,2
48,48,40대남자향수,2
49,49,먼지제거,1
50,50,무선그라인더,2
51,51,무대,6
52,52,현영쇼핑몰,2
53,53,형광조끼,2
54,54,나이키웨이스트백,2
55,55,발도장액자,2
56,56,비치매트,1
57,57,명품시계수리,-1
58,58,보타니컬,4
59,59,마사지스틱,2
60,60,셀프벽지페인트,3
61,61,라지킹프레임,2
62,62,BT21쿠키,3
63,63,험멜,3
64,64,안전방충망가격,5
65,65,아디다스키즈운동화,3
66,66,원룸공간분리,3
67,67,화장실줄눈곰팡이,3
68,68,천연바디워시,2
69,69,YEAST,3
70,70,업소용불판,2
71,71,여자여름옷,2
72,72,애니학원,-1
73,73,임산부과자,4
74,74,이브자리인견이불,2
75,75,브리오니,4
76,76,대형,-1
77,77,구찌샌들,3
78,78,S20,5
79,79,어름조끼,2
80,80,펜디선글라스,2
81,81,필름지,2
82,82,엑스톤즈,3
83,83,한샘샘키즈1305,2
84,84,다이슨컴플리트,2
85,85,롯데보일러,6
86,86,캠핑용이불,2
87,87,쉐프복,2
88,88,파오,3
89,89,남자쿨토시,2
90,90,대학졸업선물,-1
91,91,GSAT,-1
92,92,베이지반바지,2
93,93,시트로넬라,4
94,94,파라솔모자,2
95,95,운동머리띠,2
96,96,삼성제트150W,1
97,97,자동차썬팅,4
98,98,올여름,6
99,99,복고풍,4
0,0,분체도장,-1
1,1,분통,1
2,2,안전발판,2
3,3,고구마말랭이,4
4,4,런던놀이,-1
5,5,남자아동복,3
6,6,경주혜윰,3
7,7,자동차카페,-1
8,8,A80,4
9,9,운전면허교통안전교육,-1
10,10,무광네일,4
11,11,거실화분인테리어,2
12,12,일산화탄소,-1
13,13,3인용패브릭쇼파,2
14,14,아디다스트레이닝복바지,1
15,15,삼성핸드폰,5
16,16,아이리버무선키보드,1
17,17,옥상캠핑,4
18,18,써지컬스틸피어싱,3
19,19,어망,2
20,20,몰티저스초코볼,1
21,21,식물이름,-1
22,22,탱글티저,2
23,23,크록스보라색,2
24,24,비엠더블유X4,-1
25,25,구찌수영복,4
26,26,현대서비스센터,-1
27,27,멀바우식탁,2
28,28,강아지브라벡토,3
29,29,브라사이즈표,-1
30,30,지단,-1
31,31,골프백택배,-1
32,32,바이오매스,-1
33,33,명품파우치,2
34,34,절임배추10KG,2
35,35,자외선차단모자,3
36,36,여성속옷브랜드추천,5
37,37,캐패시터,2
38,38,태블릿차량거치대,2
39,39,벤츠스포츠카,-1
40,40,샤넬온라인,6
41,41,나무조리도구,2
42,42,화장품용기업체,-1
43,43,동대문도매사이트,-1
44,44,레이스식탁보,2
45,45,여름배냇저고리,2
46,46,여자슬랙스,3
47,47,브라운블렌더,3
48,48,여자블로퍼,2
49,49,고등학생영양제,4
50,50,욕실곰팡이제거제,2
51,51,책제본,5
52,52,YETI텀블러,2
53,53,꽃무늬티셔츠,2
54,54,산모식단,-1
55,55,라바램프,2
56,56,헌터매장,-1
57,57,크록스쪼리,2
58,58,그린핑거손소독물티슈,3
59,59,중앙일보구독,-1
60,60,흑임자가루,2
61,61,자전거블루투스스피커,2
62,62,클래식헬멧,2
63,63,욕실거울리폼,4
64,64,붓글씨,2
65,65,마스크뽕,2
66,66,아이폰차량용거치대,2
67,67,크리드실버마운틴워터,1
68,68,참외씨앗,1
69,69,오늘의습관,3
70,70,노브라,-1
71,71,거품목욕,2
72,72,USB조명,2
73,73,토리버치직구,3
74,74,큐티폴디저트포크,2
75,75,헤지스키홀더,2
